sample,finger,manipulability,dexterity,x,y,z
48,pinky,6.581683494608081e-06,0.1188080492025652,-0.05268168679460618,0.06963315764848421,0.10206337549846697
49,thumb,4.239002166926637e-05,0.1563339443839693,0.1350858997038791,0.0012038377349428368,0.024407386971072653
49,index,8.449739116138569e-05,0.10780706622292653,0.033396388666081994,0.07051912497968284,0.09981669371263527
49,middle,0.00020655602670458694,0.14530744806175622,0.03238159426180148,0.13935711722820954,0.045120053144922755
49,ring,0.00020700802779106611,0.12095102310873833,-0.009337804715212948,0.11306647952996497,0.05215748504566734
49,pinky,5.5956104925561055e-05,0.12485322294657805,-0.03385605218753242,0.0852006840893076,0.09396394924373092
50,thumb,7.034492944315248e-05,0.14335745438994726,0.08155072911030346,0.04694784759587411,-0.02048939807185383
50,index,6.55582251805589e-05,0.1257459420805579,0.051849919318119116,0.09310442484694655,0.09961386868377706
50,middle,6.272811049914223e-06,0.14835271904294023,-0.0005539479544414555,0.13536941286059434,0.07427685376771953
50,ring,1.7786470010841142e-05,0.14004743597127636,-0.03897934818512332,0.11229006671076541,0.08728030867467812
50,pinky,0.0001487457270005932,0.1434953184056536,-0.08439406456487399,0.10695635592033165,0.053700726456315434
51,thumb,0.00013610927314816225,0.1235431231936302,0.06865960920952402,0.032153770845862836,-0.032139347287908196
51,index,1.5626564738446642e-05,0.14201487789074746,0.03176745564573608,0.11913191372258686,0.0845394247012978
51,middle,2.2977833839596214e-05,0.09197346203489952,0.01253939605974736,0.04427426696365589,0.09328753730683392
51,ring,0.0001726854205600296,0.113198929942668,-0.014140273134600789,0.09940220508516373,0.07141612557497305
51,pinky,6.150464018979264e-05,0.11507103099253219,-0.05283882447053961,0.06698900214474013,0.09963192338592593
52,thumb,0.00018141397671312263,0.11510091030813434,-0.011124139611653424,0.048498677318156685,0.02348953342059085
52,index,1.5638830933634133e-05,0.14686322682918518,0.04346428209160044,0.12639533840880884,0.07682287565303894
52,middle,4.530221697138061e-05,0.11272965478777809,0.015415228231215784,0.07478611291139087,0.10797360250659316
52,ring,1.6944425580115825e-05,0.10617436145350216,-0.013921669493642574,0.041752622350298974,0.10906571152579303
